ID,population,avg_household_size,level_up_access_pop_percent,sex_total_men,sex_total_women,race_hispanic_or_latino,race_not_hispanic_or_latino,race_american_indian_and_alaska_native,race_asian,race_black_or_african_american,race_native_hawaiian_and_other_pacific_islander,race_some_other_race,race_two_or_more,race_two_or_more_excluding_some_ther_and_three_or_more,race_two_or_more_including_some_other,race_white_alone,occupation_population_16_and_over_total,occupation_management_business_science_and_arts,occupation_service,occupation_sales_and_office,occupation_natural_resources_construction_and_maintenance,occupation_production_transporation_and_material_moving,hh_with_computer_and_internet_total,hh_with_computer,hh_with_bb_internet_subscription,industry_agriculture_forestry_fishing_and_hunting_and_mining,industry_construction,industry_manufacturing,industry_wholesale_trade,industry_retail_trade,industry_transportation_and_warehousing_and_utilities,industry_information,industry_finance_and_insurance_real_estate_and_rental_and_leasi,industry_professional_scientific_management_administrative_and_,industry_educational_services_health_care_and_social_assistance,industry_arts_entertainment_recreation_accommodation_and_food_s,industry_other_services_except_public_administration,industry_public_administration,hh_with_income_total,hh_with_income_less_than_10000,hh_with_income_10000-14999,hh_with_income_15000-24999,hh_with_income_25000-34999,hh_with_income_35000-49999,hh_with_income50000-74999,hh_with_income_75000-99999,hh_with_income_100000-149999,hh_with_income_150000-199999,hh_with_income_200000_and_greater,hh_median_income,hh_mean_income,family_structure_hh_total,family_structure_hh_with_one_or_more_under_18,family_structure_hh_with_none_under_18,employment_16_and_over_in_labor_force,employment_employed,employment_unemployed,employment_not_in_labor_force,edu_pop_over_25_less_than_9th_grade,edu_pop_over_25_9th-12th_no_diploma,edu_pop_over_25_high_school_graduate,edu_pop_over_25_some_college_no_degree,edu_pop_over_25_associates_degree,edu_pop_over_25_bachelors_degree,edu_pop_over_25_graduate_or_professional_degree,disability_population_under_18,disability_population_18-64,disability_population_65_and_over,disability_under_18_with_disability,disability_18-64_with_disability,disability_64_and_over_with_disability,citizenship_native_born,citizenship_foreign_born,age_under_5,age_5-9,age_10-14,age_15-19,age_20-24,age_25-34,age_35-44,age_45-54,age_55-59,age_60-64,age_65-74,age_75-84,age_85_and_over
"0500000US20073-Greenwood County,Kansas",6156,2.2,0.21230357739886327,3106,3050,233,5923,9,8,19,0,0,214,214,0,5673,2866,838,562,547,451,468,2758,2165,1787,430,248,307,66,266,111,31,108,90,681,159,187,182,2758,151,175,358,430,424,541,267,284,89,39,42595,61562,2758,770,1988,2959,2866,93,2043,2.3,6.1,34.6,29.9,7.5,14.3,5.3,1315,3271,1465,82,606,589,6101,55,295,414,372,333,276,540,632,745,548,480,823,515,183
"0500000US20099-Labette County,Kansas",20367,2.47,0.5424610051993067,10070,10297,908,19459,190,62,852,0,0,946,946,0,17409,9545,3026,1956,1526,910,2127,8033,6841,5869,421,414,1947,142,945,568,85,425,416,3013,510,409,250,8033,441,667,900,990,1206,1837,921,757,130,184,47668,57795,8033,2550,5483,9940,9545,395,6049,4.3,7.7,32.6,26.4,11.2,11.7,6.1,4847,11710,3476,248,2108,1466,20216,151,1360,1254,1440,1300,1161,2334,2182,2687,1464,1494,2070,1098,523
"0500000US20107-Linn County,Kansas",9635,2.2,0.4597547150365866,4800,4835,252,9383,78,51,30,0,0,195,195,0,9029,4145,1020,647,911,840,727,4348,3516,2486,247,623,323,138,558,415,82,262,219,925,137,90,126,4348,434,278,576,542,514,751,602,478,80,93,43699,57835,4348,1203,3145,4405,4145,260,3326,3.8,7.1,38.5,26.8,7.7,11.5,4.5,2213,5287,2075,67,965,802,9590,45,546,555,688,620,439,885,1168,1211,769,646,1253,568,287
"0500000US20173-Sedgwick County,Kansas",512064,2.58,0.95277914507521,253201,258863,73527,438537,3459,22005,44285,169,473,18161,17975,186,349985,246997,88234,42773,53563,24356,38071,195779,171030,155374,2309,16050,43958,6505,28142,9781,4418,12430,22904,58086,23002,11341,8071,195779,13994,8327,19129,20139,27913,38053,24047,26609,9342,8226,54974,72975,195779,63456,132323,260607,246997,13610,130437,3.9,6.8,26.2,24.1,8.1,19.9,11.0,133462,305123,67930,6035,34836,24128,468857,43207,37083,38002,36865,34137,35602,73320,61830,61331,33462,30683,40275,20429,9045
"0500000US20175-Seward County,Kansas",22692,3.03,0.5449878663431025,11601,11091,13627,9065,149,656,1132,0,3,145,136,9,6980,10733,2305,1608,1818,1867,3135,7315,6234,5638,1319,771,2594,234,1200,581,124,275,307,1824,764,323,417,7315,530,349,640,897,1560,1339,834,799,229,138,47025,60596,7315,3288,4027,11328,10733,595,4760,19.5,12.3,30.6,18.6,7.9,8.3,2.8,7228,13154,2108,180,801,741,15840,6852,1998,2378,1849,1792,1585,3515,2622,2628,936,1173,1177,806,233
"0500000US20157-Republic County,Kansas",4686,2.04,0.6436583261432269,2271,2415,87,4599,17,30,16,0,0,47,47,0,4489,2332,936,330,441,316,309,2248,1765,1488,414,142,233,121,191,112,49,90,60,640,123,97,60,2248,173,89,239,320,356,485,295,196,47,48,48022,60774,2248,462,1786,2391,2332,59,1510,1.7,3.1,32.4,25.7,12.6,14.2,10.3,921,2484,1189,18,227,382,4613,73,243,257,259,210,229,433,415,560,360,440,599,442,239
"0500000US20065-Graham County,Kansas",2545,2.06,0.98549556809025,1290,1255,77,2468,5,25,100,0,0,88,88,0,2250,1149,425,212,208,195,109,1216,1024,933,178,121,55,34,108,26,25,67,27,339,70,25,74,1216,70,54,188,204,223,197,117,107,43,13,40769,54400,1216,276,940,1191,1149,42,891,3.2,5.6,35.0,22.4,7.6,20.3,6.0,516,1345,654,8,223,267,2514,31,124,164,145,135,76,241,239,272,277,190,305,246,131
"0500000US20091-Johnson County,Kansas",585502,2.57,0.9842759412937488,286987,298515,44056,541446,1167,28582,26671,163,492,14561,14452,109,469810,317390,162211,40821,73102,15430,25826,226242,215183,206632,1604,14981,25595,10924,33747,14023,10108,32593,54059,71891,25004,13165,9696,226242,6435,5051,11073,15985,24210,37119,31419,45242,22984,26724,84915,114336,226242,78199,148043,327589,317390,10199,128465,1.7,2.5,14.4,18.6,7.6,34.3,21.0,145598,358807,77231,5143,25715,22884,534448,51054,38114,40847,41760,37768,33379,80527,81403,79176,38349,34601,47122,21333,11123
"0500000US20045-Douglas County,Kansas",119319,2.39,0.8864729557278885,59067,60252,7356,111963,2565,6198,4841,10,146,4335,4261,74,93868,66273,29479,11779,14653,3604,6758,46294,43614,39858,637,2720,4960,1364,8552,2145,1415,3685,6869,20163,7750,3015,2998,46294,3768,2164,4998,4569,5685,8177,5134,6701,3005,2093,55832,75291,46294,11704,34590,69358,66273,3085,29967,1.2,3.2,18.0,20.2,7.0,26.1,24.3,22181,83246,13156,1087,7334,4134,110620,8699,6224,6365,6034,11073,21132,17701,13663,11721,6022,5887,8026,3742,1729
"0500000US20179-Sheridan County,Kansas",2506,2.19,0.7651725505751685,1275,1231,120,2386,5,0,11,0,0,9,9,0,2361,1261,487,173,225,195,181,1134,978,867,331,100,17,17,124,41,29,49,74,273,51,54,101,1134,58,33,96,136,179,229,199,109,56,39,56071,71597,1134,301,833,1290,1261,29,651,1.9,3.6,33.2,26.7,13.3,16.6,4.8,612,1326,540,46,154,170,2436,70,143,176,185,126,50,304,293,268,228,165,273,190,105
"0500000US20121-Miami County,Kansas",33127,2.55,0.4467519570043229,16384,16743,1031,32096,278,136,456,0,0,452,452,0,30774,16404,5868,2156,3867,2312,2201,12727,11269,9179,563,1949,1423,470,2010,1314,311,1223,1483,3680,762,695,521,12727,700,351,790,1101,1206,2819,2027,2305,741,687,69150,84525,12727,4246,8481,16941,16404,537,8860,1.6,2.6,32.2,26.6,9.3,17.8,9.8,8271,18973,5221,288,2125,1865,32811,316,1917,2377,2581,2170,1664,3315,4102,4754,2547,2166,3207,1774,553
"0500000US20069-Gray County,Kansas",6037,2.73,0.7740480961923848,3025,3012,950,5087,30,7,0,34,0,55,55,0,4961,3166,1070,487,593,540,476,2179,1955,1676,634,247,165,139,347,286,39,88,150,690,144,139,98,2179,53,58,153,177,289,654,281,368,74,72,64426,78289,2179,744,1435,3260,3166,94,1225,15.4,7.5,22.3,21.1,12.7,15.6,5.4,1741,3404,806,34,315,305,5386,651,422,495,536,427,372,670,781,688,393,363,496,280,114
"0500000US20199-Wallace County,Kansas",1575,2.45,0.015161502966381015,790,785,83,1492,0,0,4,0,0,35,30,5,1453,781,380,104,135,78,84,633,509,491,181,29,18,47,46,43,24,46,32,205,24,50,36,633,31,14,73,89,78,94,104,114,16,20,58875,71416,633,170,463,801,781,20,422,5.8,0.8,27.1,26.0,9.3,24.7,6.2,395,836,322,12,97,167,1520,55,105,110,112,86,64,166,186,185,117,102,164,112,66
"0500000US20189-Stevens County,Kansas",5686,2.92,0.6809480401093893,2882,2804,2049,3637,15,11,37,0,0,103,103,0,3471,2549,664,330,399,561,595,1911,1703,1379,475,174,382,52,173,165,39,45,145,492,157,189,61,1911,208,103,123,147,228,410,339,230,73,50,56507,67852,1911,780,1131,2669,2549,120,1476,11.4,8.6,28.6,31.0,8.2,8.0,4.2,1686,3192,678,52,271,276,4643,1043,430,476,506,402,276,779,664,653,401,334,397,277,91
"0500000US20201-Washington County,Kansas",5525,2.29,0.29726230114687385,2844,2681,189,5336,6,0,14,0,0,119,114,5,5197,2692,872,367,512,453,488,2344,1864,1612,477,199,298,88,297,130,30,79,70,726,57,128,113,2344,156,105,199,224,512,490,303,214,85,56,48889,63932,2344,567,1777,2772,2692,80,1657,3.4,5.9,37.6,22.0,10.7,15.0,5.3,1257,2890,1245,40,284,424,5388,137,358,266,431,309,277,519,550,676,445,355,648,489,202
"0500000US20019-Chautauqua County,Kansas",3367,2.28,0.0006153846153846153,1757,1610,36,3331,208,0,20,0,0,198,198,0,2905,1403,449,261,203,268,222,1450,1095,891,227,142,97,23,125,79,28,42,49,438,46,32,75,1450,102,102,250,203,210,298,114,93,39,39,38690,55368,1450,376,1074,1515,1403,112,1229,4.5,8.2,35.6,25.8,9.1,12.6,4.2,706,1783,825,47,308,383,3355,12,182,177,230,183,149,344,315,389,257,270,453,322,96
"0500000US20129-Morton County,Kansas",2838,2.47,0.0,1449,1389,654,2184,0,18,26,0,0,101,101,0,2039,1276,463,152,157,418,86,1117,911,789,314,85,26,54,49,55,44,42,73,311,121,55,47,1117,88,16,181,152,171,195,152,121,24,17,43925,56687,1117,348,769,1323,1276,47,893,6.5,7.6,30.8,30.2,7.8,12.4,4.7,738,1562,455,8,281,161,2499,339,181,232,179,231,133,250,327,380,229,177,258,177,84
"0500000US20155-Reno County,Kansas",63101,2.41,0.8167360237427014,31775,31326,5888,57213,469,339,1668,0,129,1454,1445,9,53154,29866,9344,5605,6475,3077,5365,25052,21634,19500,1187,1787,4124,916,3840,1249,442,1604,2109,7809,2322,1192,1285,25052,1288,1522,2579,2971,4421,5133,3334,2500,616,688,49174,64137,25052,7110,17942,31274,29866,1408,19084,3.9,8.2,27.9,28.4,11.0,13.6,6.9,14406,34919,11304,807,4189,4013,61321,1780,3581,4097,4217,4273,3702,7733,7238,7610,4326,4450,6211,3884,1779
"0500000US20029-Cloud County,Kansas",9060,2.26,0.9264739358069656,4523,4537,289,8771,12,3,161,0,12,154,154,0,8429,4496,1519,775,898,508,796,3858,3225,2641,212,316,447,151,504,264,65,254,300,1259,276,240,208,3858,309,162,409,545,757,800,355,395,68,58,44143,58632,3858,1128,2730,4716,4496,220,2519,3.9,4.7,30.5,25.2,13.2,13.9,8.6,2091,5033,1688,67,623,549,8881,179,606,646,508,466,757,1014,879,1106,618,588,920,638,314
"0500000US20043-Doniphan County,Kansas",7736,2.33,0.12592105263157893,3960,3776,215,7521,34,7,422,0,0,72,72,0,6986,3712,1092,706,771,413,730,3024,2327,1960,374,239,554,96,281,190,40,176,154,1028,182,181,217,3024,180,125,432,363,430,637,330,403,64,60,49338,62436,3024,771,2253,3858,3712,146,2559,4.3,5.6,36.0,27.3,7.4,14.0,5.3,1486,4763,1367,66,605,565,7682,54,386,463,382,860,580,779,811,912,460,663,787,358,295
"0500000US20081-Haskell County,Kansas",4047,3.01,0.020917338709677415,2006,2041,1219,2828,22,10,0,1,0,71,71,0,2724,1938,578,302,330,423,305,1329,1141,1000,515,148,70,107,122,159,30,22,111,371,63,149,71,1329,63,62,81,172,239,259,189,169,42,53,53527,73119,1329,483,846,1989,1938,51,996,21.7,9.2,18.7,24.5,9.7,11.8,4.5,1182,2271,536,22,101,160,3247,800,282,280,400,358,236,409,532,445,292,245,358,172,38
"0500000US20101-Lane County,Kansas",1642,2.08,0.9745928338762216,850,792,97,1545,29,0,1,5,0,2,2,0,1508,885,281,165,155,188,96,787,701,638,248,98,7,17,56,71,2,20,40,185,40,61,40,787,55,60,101,95,77,174,124,64,11,26,51719,59335,787,264,523,906,885,21,405,1.0,3.5,32.8,29.1,12.1,14.9,6.7,400,924,310,26,114,131,1616,26,128,105,91,119,79,169,206,209,127,99,152,121,37
"0500000US20171-Scott County,Kansas",4949,2.4,0.10449927431059508,2460,2489,885,4064,5,70,0,0,0,57,35,22,3932,2589,1016,305,438,542,288,2025,1826,1755,737,146,90,94,166,199,0,138,92,543,132,144,108,2025,55,27,187,81,369,377,408,386,80,55,71394,76674,2025,664,1361,2692,2589,103,1083,2.5,13.3,28.9,23.1,7.3,18.7,6.2,1328,2771,750,26,121,265,4492,457,352,398,382,283,341,482,692,531,289,391,445,216,147
"0500000US20133-Neosho County,Kansas",16125,2.35,0.6716856178932901,7923,8202,811,15314,49,65,157,6,15,443,443,0,14579,7359,2187,1212,1520,903,1537,6681,5248,4591,411,408,1231,189,759,396,49,436,441,2041,275,365,358,6681,601,423,932,763,917,1545,678,473,188,161,44294,56884,6681,2113,4568,7646,7359,287,4888,2.5,6.0,31.4,28.4,11.1,12.1,8.5,4007,9022,2897,185,1398,1324,15754,371,1099,1090,1153,1163,877,1730,1752,1960,1159,1084,1615,936,507
"0500000US20013-Brown County,Kansas",9664,2.44,0.1527603513174404,4685,4979,415,9249,682,52,105,10,0,345,345,0,8055,4500,1446,896,881,409,868,3904,3215,2847,349,309,674,84,484,182,107,125,190,1131,370,246,249,3904,231,130,455,575,604,863,457,354,148,87,48547,62934,3904,1126,2778,4668,4500,168,2752,2.0,5.4,36.0,26.5,8.3,15.0,6.8,2462,5313,1804,87,797,648,9570,94,655,671,765,533,498,996,1028,1200,743,722,1036,516,301
"0500000US20147-Phillips County,Kansas",5408,2.25,0.7571646923958731,2648,2760,183,5225,14,25,32,5,0,75,75,0,5074,2690,941,486,483,409,371,2363,2094,1895,397,185,188,41,173,209,56,113,138,771,142,173,104,2363,108,62,315,304,501,413,301,269,59,31,48272,61283,2363,651,1712,2758,2690,68,1562,2.0,5.4,36.2,23.2,11.0,15.3,7.0,1235,2930,1143,47,333,469,5317,91,309,419,294,295,338,525,548,647,395,439,645,392,162
"0500000US20161-Riley County,Kansas",75296,2.46,0.8753570081370912,39909,35387,6232,69064,232,3733,4658,172,114,2546,2394,152,57609,36646,15754,7669,7255,2705,3263,26648,25122,23121,736,2128,1760,757,4032,624,635,1549,3108,13523,4414,1546,1834,26648,2433,1166,2760,3132,3850,4875,2974,3082,1252,1124,49910,69145,26648,7143,19505,38784,36646,2138,18636,1.4,2.8,18.5,23.5,7.7,25.1,20.8,12541,49757,6194,511,4674,1839,68554,6742,4339,3501,2855,7604,19155,13717,6670,5344,3172,2461,3605,1866,1007
"0500000US20039-Decatur County,Kansas",2881,1.89,0.7329324372125928,1419,1462,81,2800,26,4,4,0,0,22,22,0,2744,1386,447,239,255,252,193,1486,1291,1142,291,77,56,53,115,174,5,38,26,358,70,65,58,1486,108,110,191,148,246,330,148,144,38,23,44104,57986,1486,305,1181,1418,1386,32,968,2.3,6.4,32.5,27.6,7.7,18.1,5.3,555,1520,731,18,138,323,2803,78,167,169,126,109,150,282,275,324,212,270,356,280,161
"0500000US20087-Jefferson County,Kansas",18888,2.45,0.4428631446276652,9581,9307,494,18394,129,2,128,0,20,417,410,7,17698,9287,3057,1524,1691,1394,1621,7600,6637,5922,213,1079,1192,260,809,648,162,337,719,2134,551,488,695,7600,255,284,558,759,974,1676,1325,1290,336,143,61793,72391,7600,2369,5231,9827,9287,540,5273,1.8,4.7,40.4,24.8,6.4,15.4,6.5,4387,10958,3294,281,1449,1015,18761,127,1001,1299,1246,1267,847,1906,2084,2841,1553,1410,1988,1045,401
"0500000US20085-Jackson County,Kansas",13318,2.44,0.4643535039101056,6642,6676,600,12718,845,79,86,18,0,492,491,1,11198,6199,2004,1217,1291,715,972,5392,4575,4166,320,527,569,243,640,293,66,261,352,1327,702,356,543,5392,307,204,463,490,917,1165,813,744,110,179,55904,69162,5392,1555,3837,6580,6199,381,3800,1.2,4.4,39.1,26.3,7.7,14.2,7.2,3313,7456,2415,167,1258,943,13121,197,845,932,951,878,709,1392,1433,1831,787,1083,1483,736,258
"0500000US20109-Logan County,Kansas",2810,2.44,0.8793843951324266,1398,1412,163,2647,21,0,1,0,4,84,79,5,2537,1422,479,203,347,181,212,1137,963,879,230,65,62,86,205,83,24,39,33,317,135,55,88,1137,72,59,85,213,105,256,188,99,21,39,51597,67441,1137,327,810,1448,1422,26,764,4.0,4.3,29.4,31.1,13.6,13.1,4.5,685,1531,554,17,122,252,2754,56,190,164,208,172,155,319,299,292,191,234,268,174,144
"0500000US20209-Wyandotte County,Kansas",164345,2.72,0.9952184925254944,81294,83051,46738,117607,471,7131,36256,368,294,5418,5264,154,67669,74707,17911,15694,15560,9417,16125,59983,51414,43122,380,7956,9194,2647,7817,5180,1226,3770,8095,14056,7192,3497,3697,59983,5803,3446,6928,7250,9854,11300,6704,6432,1453,813,44873,55958,59983,20998,38985,80722,74707,6015,42018,9.2,11.7,32.6,21.9,7.2,11.6,5.8,45903,98352,18815,2248,13318,8441,137256,27089,13552,13150,12500,10731,10663,24697,21117,19338,10183,9105,11420,5542,2347
"0500000US20027-Clay County,Kansas",8142,2.35,0.9723819045238692,4078,4064,201,7941,54,54,45,0,0,114,114,0,7674,4016,1299,587,958,653,519,3402,2762,2344,461,289,341,153,422,254,24,202,188,911,221,283,267,3402,206,165,290,401,459,892,365,274,182,168,56186,77301,3402,1014,2388,4121,4016,105,2189,2.5,4.5,29.8,25.4,10.6,16.0,11.2,1973,4159,1755,144,478,565,7980,162,510,617,502,506,336,800,994,904,483,635,934,621,300
"0500000US20169-Saline County,Kansas",54977,2.41,0.8604676895839479,27375,27602,6078,48899,260,1243,1507,0,46,1674,1674,0,44169,27342,9246,4538,5874,2313,5371,22210,19038,17297,411,1820,4795,746,3060,1116,231,1395,1899,6507,2652,1568,1142,22210,937,1072,2968,2787,3173,4482,2975,2438,737,641,50515,66194,22210,6218,15992,28425,27342,1083,14900,3.2,6.1,31.0,25.5,8.0,17.2,9.0,12872,32510,8786,506,4109,3312,51693,3284,3467,3512,3723,3564,3670,6766,6561,6978,4051,3547,4991,2798,1349
"0500000US20197-Wabaunsee County,Kansas",6888,2.47,0.30653773993361233,3497,3391,247,6641,37,51,32,0,12,135,135,0,6374,3368,1234,421,755,503,455,2749,2294,2079,204,384,387,72,317,209,33,177,165,857,128,150,285,2749,87,97,269,298,347,676,442,385,90,58,60450,69728,2749,836,1913,3477,3368,109,1986,1.1,3.7,34.6,26.5,10.8,15.5,7.9,1667,3900,1225,100,526,454,6840,48,430,517,411,478,317,648,745,908,622,515,734,363,200
"0500000US20123-Mitchell County,Kansas",6222,2.28,0.8951329653788259,3163,3059,147,6075,11,14,48,0,0,83,83,0,5919,2753,1024,372,458,443,456,2616,2206,2011,298,221,207,109,296,142,100,166,165,737,90,114,108,2616,218,94,351,320,460,496,340,234,48,55,45221,57415,2616,618,1998,2840,2753,87,2138,0.9,3.4,32.7,24.2,13.6,17.3,8.0,1417,3325,1327,62,377,513,6127,95,422,462,324,447,385,599,612,672,435,421,703,481,259
"0500000US20005-Atchison County,Kansas",16363,2.49,0.7653829403347229,7949,8414,487,15876,53,71,373,10,5,908,892,16,14456,7721,2530,1430,1726,759,1276,5980,4834,4243,367,430,1291,122,747,309,54,413,392,2273,634,331,358,5980,403,369,777,628,893,1238,598,753,202,119,48667,63517,5980,1688,4292,8097,7721,376,4738,2.1,5.5,37.6,24.6,8.3,14.0,8.0,3816,9719,2649,169,1240,1060,16168,195,981,955,1280,1435,1647,1727,1567,1898,1309,836,1459,810,459
"0500000US20055-Finney County,Kansas",36957,2.91,0.7985301779691227,18940,18017,18286,18671,125,1477,904,0,0,689,689,0,15476,18631,4115,3555,3420,2867,4674,12509,10821,9682,1402,1349,3548,671,2190,1206,229,322,986,3650,1693,688,697,12509,709,465,1030,1157,2168,2550,1918,1694,488,330,56573,69499,12509,5254,7255,19559,18631,928,7205,15.7,13.3,21.7,24.4,7.8,11.0,6.1,11422,21646,3661,498,2016,1380,28955,8002,3317,3310,2963,3122,2649,5168,4215,4574,1952,1931,2250,942,564
"0500000US20103-Leavenworth County,Kansas",80042,2.74,0.8084421938451001,42933,37109,5498,74544,340,1106,6482,40,6,3273,3258,15,63297,35313,13246,7012,6980,3710,4365,27060,24601,21881,363,2819,2438,595,4062,1648,579,2183,2590,8961,3163,1493,4419,27060,993,964,2201,2166,2991,5159,4029,5247,2006,1304,71184,87727,27060,10029,17031,36765,35313,1452,24315,2.1,6.0,28.7,22.7,8.9,18.2,13.4,19138,43279,10450,838,6024,4123,77787,2255,5130,5508,5305,5015,4995,10685,11965,10338,5662,4610,6494,3249,1086
"0500000US20187-Stanton County,Kansas",2063,2.52,0.0,1055,1008,744,1319,6,0,1,0,0,59,59,0,1253,1030,432,171,137,225,65,807,670,556,354,48,23,30,59,19,24,22,38,220,20,71,102,807,99,41,73,68,146,143,124,75,37,1,46726,56453,807,189,618,1046,1030,16,536,9.6,8.5,30.2,23.7,8.7,17.7,1.5,561,1131,342,36,142,193,1802,261,132,157,172,165,78,203,205,300,157,129,150,180,35
"0500000US20119-Meade County,Kansas",4261,2.47,0.0009918175055789737,2129,2132,785,3476,0,50,21,0,2,78,78,0,3325,2084,794,291,310,437,252,1675,1424,1295,426,230,112,35,143,103,31,48,91,586,71,81,127,1675,81,95,193,162,194,402,264,185,41,58,55568,66672,1675,539,1136,2145,2084,61,1136,11.0,6.5,29.0,22.6,10.8,14.1,6.0,1099,2360,680,30,156,226,3805,456,304,304,290,335,285,488,402,567,286,247,352,261,140
"0500000US20151-Pratt County,Kansas",9582,2.49,0.7569838498472283,4785,4797,688,8894,10,11,225,0,8,171,171,0,8469,4515,1583,810,915,673,534,3684,3149,2702,623,287,270,96,649,232,84,197,257,1081,457,189,93,3684,209,111,353,464,494,911,453,396,159,134,54029,68513,3684,1025,2659,4695,4515,180,2600,3.5,4.3,24.8,28.9,10.3,19.5,8.6,2390,5288,1655,117,436,494,9245,337,710,696,626,713,627,1087,922,1025,650,774,853,674,225
"0500000US20003-Anderson County,Kansas",7852,2.52,0.3819037923135658,3932,3920,142,7710,166,1,45,0,0,36,36,0,7462,3524,998,701,665,569,591,3069,2398,2061,472,235,310,122,366,198,69,71,210,961,208,211,91,3069,200,136,503,369,411,663,369,301,61,56,46274,57173,3069,843,2226,3630,3524,106,2377,4.6,4.1,41.5,24.4,7.9,11.1,6.4,2071,4110,1563,74,486,498,7769,83,491,536,669,588,358,738,847,918,574,483,859,575,216
"0500000US20061-Geary County,Kansas",34895,2.66,0.8310072623934323,18540,16355,5571,29324,375,1085,5914,318,60,1728,1725,3,19844,11798,3709,2718,2130,1284,1957,12754,11787,10481,156,544,870,333,1251,560,83,604,1169,2997,839,540,1852,12754,731,446,1099,1604,2646,2837,1565,1258,495,73,49185,58682,12754,5566,7188,12626,11798,828,6828,1.8,4.1,26.1,32.2,14.0,15.4,6.5,10741,15699,2684,465,1946,1237,32365,2530,4262,2958,2416,1982,4653,7208,4152,2407,895,1193,1622,788,359
"0500000US20057-Ford County,Kansas",34484,3.0,0.8063000089235254,17896,16588,18809,15675,101,514,668,18,20,498,498,0,13856,16646,3977,2311,2592,2365,5401,11274,9682,8536,1093,965,4744,597,1444,960,329,539,757,2717,1253,820,428,11274,361,623,1060,1235,2039,2331,1537,1234,422,432,53072,69260,11274,4731,6543,17691,16646,1045,7320,18.5,10.1,24.9,18.7,10.3,11.4,6.2,10472,20171,3327,319,1925,1195,25374,9110,3261,2903,2792,2652,2438,4834,4122,4242,2099,1527,1896,1180,538
"0500000US20117-Marshall County,Kansas",9798,2.34,0.29926856907386423,4924,4874,239,9559,24,52,50,23,0,123,120,3,9287,4759,1450,680,995,514,1120,4112,3394,2995,396,325,983,128,510,266,91,242,175,1039,200,176,228,4112,134,228,533,493,658,857,545,475,72,117,50234,63512,4112,1053,3059,4967,4759,208,2751,3.1,4.2,43.2,20.7,10.1,12.6,6.0,2304,5379,1959,64,794,653,9693,105,604,690,631,558,422,1034,1031,1135,831,772,1020,646,424
"0500000US20023-Cheyenne County,Kansas",2677,2.15,0.5054572826496048,1320,1357,174,2503,0,1,0,0,24,7,7,0,2471,1243,472,207,208,195,161,1228,1024,933,226,58,59,49,102,70,19,67,45,349,56,67,76,1228,83,86,139,149,190,253,100,146,54,28,46833,59512,1228,280,948,1281,1243,38,894,2.5,4.0,30.2,26.2,10.9,21.5,4.8,573,1403,666,4,209,203,2577,100,144,158,163,178,122,249,289,261,191,221,335,208,158
"0500000US20035-Cowley County,Kansas",35591,2.46,0.818952675604446,17915,17676,3836,31755,578,570,963,7,12,1241,1241,0,28384,15544,4499,3054,2816,1682,3493,13566,11672,9838,623,699,3406,412,1343,807,148,510,730,4162,1352,658,694,13566,946,903,1459,1747,2028,2545,1698,1554,424,262,48087,60785,13566,4343,9223,16342,15544,798,11667,3.2,6.9,30.7,27.1,11.9,13.3,6.9,8502,20045,5818,604,2986,2329,34431,1160,2193,2407,2457,2614,2495,4211,4049,4294,2502,2099,3383,1771,1116
"0500000US20059-Franklin County,Kansas",25563,2.5,0.5146022549326652,12567,12996,1062,24501,111,73,271,0,67,716,714,2,23263,12787,3762,2041,2456,1710,2818,9982,8501,6872,391,1066,1385,547,1872,1045,170,459,1040,3025,784,572,431,9982,545,402,757,1131,1662,2066,1530,1339,314,236,55486,67406,9982,3065,6917,13385,12787,598,6670,2.3,5.2,38.9,24.6,9.6,13.2,6.3,6222,15154,3998,191,1742,1594,25165,398,1507,1963,1696,1921,1473,2922,2909,3460,2080,1532,2449,1148,503
"0500000US20089-Jewell County,Kansas",2916,2.09,0.8895066018068103,1482,1434,68,2848,15,0,18,4,0,28,28,0,2783,1228,499,166,209,177,177,1380,1054,917,201,71,89,44,107,47,40,81,57,305,33,105,48,1380,130,97,243,113,227,292,143,70,25,40,42552,56855,1380,220,1160,1261,1228,33,1179,2.3,3.7,42.4,24.8,9.9,11.5,5.4,546,1510,828,41,204,293,2867,49,157,120,170,171,99,269,243,315,254,269,418,315,116
"0500000US20159-Rice County,Kansas",9762,2.36,0.7563175002621371,4844,4918,1101,8661,72,83,164,30,0,131,129,2,8181,4753,1688,843,823,749,650,3863,3187,2934,508,285,564,96,373,265,72,204,200,1494,280,214,198,3863,221,255,508,380,551,755,531,517,86,59,50764,59946,3863,1103,2760,5017,4753,264,2780,2.7,6.4,28.7,30.8,8.2,15.6,7.6,2237,5706,1611,73,824,620,9374,388,600,787,490,722,868,1070,908,1181,718,650,921,533,314
"0500000US20017-Chase County,Kansas",2645,2.48,0.07401812688821753,1340,1305,122,2523,13,0,46,0,0,48,48,0,2416,1116,326,153,229,184,224,1029,831,724,77,94,197,28,138,52,0,20,45,279,74,46,66,1029,60,63,148,136,135,199,152,95,18,23,46295,60395,1029,244,785,1168,1116,52,938,3.0,7.2,27.6,33.6,7.0,15.6,6.0,617,1351,585,24,232,185,2621,24,143,178,199,167,135,228,314,294,190,176,343,190,88
